Date,Date2,Open,High,Low,Close
2011-12-27,40904,12293.47,12328.47,12269.97,12291.35
2011-12-28,40905,12288.85,12299.11,12140.17,12151.41
2011-12-29,40906,12152.32,12293.96,12152.09,12287.04
2011-12-30,40907,12286.28,12290.06,12213.78,12217.56
2012-01-03,40911,12221.19,12479.65,12221.19,12397.38
2012-01-04,40912,12392.46,12430,12337.25,12418.42
2012-01-05,40913,12418.42,12435.98,12283.9,12415.7
2012-01-06,40914,12407.45,12415.24,12332.41,12359.92
2012-01-09,40917,12359.31,12409.08,12333.85,12392.69
2012-01-10,40918,12394.51,12514.69,12394.51,12462.47
2012-01-11,40919,12459.52,12462.58,12399.01,12449.45
2012-01-12,40920,12449.91,12483.7,12385.08,12471.02
2012-01-13,40921,12469.96,12470.12,12311.79,12422.06
2012-01-17,40925,12423.12,12573.65,12423.12,12482.07
2012-01-18,40926,12474.69,12582.28,12453.2,12578.95
2012-01-19,40927,12578.19,12625.8,12563.58,12623.98
2012-01-20,40928,12623.83,12720.48,12620.76,12720.48
2012-01-23,40931,12720.25,12764.49,12665.83,12708.82
2012-01-24,40932,12708.37,12708.52,12613.54,12675.75
2012-01-25,40933,12673.63,12778.26,12580.12,12758.85
2012-01-26,40934,12756.96,12841.95,12695.16,12734.63
2012-01-27,40935,12733.95,12733.95,12630.72,12660.46
2012-01-30,40938,12659.17,12659.32,12529.41,12653.72
2012-01-31,40939,12654.78,12720.1,12567.33,12632.91
2012-02-01,40940,12632.76,12784.62,12632.76,12716.46
2012-02-02,40941,12716.54,12741.89,12676.05,12705.41
2012-02-03,40942,12705.04,12869.95,12704.96,12862.23
2012-02-06,40945,12860.72,12860.79,12793.43,12845.13
2012-02-07,40946,12844.37,12903.71,12782.57,12878.2
2012-02-08,40947,12865.79,12893.64,12817.69,12883.95
2012-02-09,40948,12884.41,12924.71,12846.41,12890.46
2012-02-10,40949,12889.55,12889.63,12743.56,12801.23
2012-02-13,40952,12799.11,12887.93,12799.11,12874.04
2012-02-14,40953,12871.77,12878.88,12786.93,12878.28
2012-02-15,40954,12864.65,12899.47,12753.62,12780.95
2012-02-16,40955,12779.81,12914,12779.58,12904.08
2012-02-17,40956,12903.33,12967.92,12903.25,12949.87
2012-02-21,40960,12949.34,13005.04,12926.11,12965.69
2012-02-22,40961,12966.22,12977.91,12914.83,12938.67
2012-02-23,40962,12937.08,12996.08,12882.67,12984.69
2012-02-24,40963,12981.2,13013.82,12950.59,12982.95
2012-02-27,40966,12981.13,13027.52,12882.59,12981.51
2012-02-28,40967,12976.74,13021.51,12952.82,13005.12
2012-02-29,40968,13005.42,13055.75,12929.66,12952.07
